post_text,time,likes,shares,comments,src,fake_status,last_word,finalized,words,avg_word_length,urgent_words,post_text_tokens,final_words,stop_words,marks,exclamation_marks,keywords,Predictions
критична ситуация: тези 6 области в българия са в „червената зона“ на covid-19 -,20-10-20 22:09,-0.31556867503924085,-0.2823270121363131,-0.46808960490695245,skandalno,1,-,False,14,4.785714286,0,"['критична', 'ситуация', ':', 'тези', '6', 'области', 'в', 'българия', 'са', 'в', '„', 'червената', 'зона', '“', 'на', 'covid-19', '-']","['критична', 'ситуация', 'тези', '6', 'области', 'в', 'българия', 'са', 'в', '', 'червената', 'зона', '', 'на', 'covid19']",5,3,0,тези 6 области в българия са в „ червената зона “ на covid критична ситуация 19,1
започна се: първа държава от ес върна пълната карантина - за цели 6 седмици -,20-10-20 21:24,-0.31670708809695647,-0.2823270121363131,-0.4615124021058995,skandalno,1,-,False,15,4.2,0,"['започна', 'се', ':', 'първа', 'държава', 'от', 'ес', 'върна', 'пълната', 'карантина', '-', 'за', 'цели', '6', 'седмици', '-']","['започна', 'се', 'първа', 'държава', 'от', 'ес', 'върна', 'пълната', 'карантина', 'за', 'цели', '6', 'седмици']",3,3,0,първа държава от ес върна пълната карантина за цели 6 седмици започна се,1
"трагедия покоси ники кънчев, водещият е покрусен -",20-10-20 12:16,-0.31670708809695647,-0.2823270121363131,-0.46808960490695245,skandalno,1,-,False,8,5.375,1,"['трагедия', 'покоси', 'ники', 'кънчев', ',', 'водещият', 'е', 'покрусен', '-']","['трагедия', 'покоси', 'ники', 'кънчев', 'водещият', 'е', 'покрусен']",1,2,0,трагедия покоси ники кънчев водещият е покрусен,1
кърджалийката хабибе убита от приятеля си испанец (снимки) -,20-10-20 11:00,-0.31670708809695647,-0.2823270121363131,-0.46808960490695245,skandalno,1,-,False,9,5.777777778,0,"['кърджалийката', 'хабибе', 'убита', 'от', 'приятеля', 'си', 'испанец', '(', 'снимки', ')', '-']","['кърджалийката', 'хабибе', 'убита', 'от', 'приятеля', 'си', 'испанец', '', 'снимки', '']",2,1,0,кърджалийката хабибе убита от приятеля си испанец снимки,1
"ако сте болен от това, шансът да умрете от к-19 е 12 пъти по-висок! -",20-10-20 10:13,-0.31670708809695647,-0.2823270121363131,-0.46808960490695245,skandalno,1,-,False,15,3.666666667,0,"['ако', 'сте', 'болен', 'от', 'това', ',', 'шансът', 'да', 'умрете', 'от', 'к-19', 'е', '12', 'пъти', 'по-висок', '!', '-']","['ако', 'сте', 'болен', 'от', 'това', 'шансът', 'да', 'умрете', 'от', 'к19', 'е', '12', 'пъти', 'повисок']",8,5,1,шансът да умрете от к ако сте болен от това 19 е 12 пъти по висок,1
доц. д-р димитров обясни защо covid-19 убива първо хората с тези заболявания -,20-10-20 9:11,-0.31670708809695647,-0.2823270121363131,-0.46808960490695245,skandalno,1,-,False,13,5.076923077,0,"['доц', '.', 'д-р', 'димитров', 'обясни', 'защо', 'covid-19', 'убива', 'първо', 'хората', 'с', 'тези', 'заболявания', '-']","['доц', 'др', 'димитров', 'обясни', 'защо', 'covid19', 'убива', 'първо', 'хората', 'с', 'тези', 'заболявания']",4,4,0,19 убива първо хората с тези заболявания р димитров обясни защо covid доц д,1
"млад мъж загина, жена се бори за живот след сблъсък на автобус и микробус -",19-10-20 17:01,-0.31670708809695647,-0.2823270121363131,-0.4615124021058995,skandalno,0,-,False,15,4.066666667,0,"['млад', 'мъж', 'загина', ',', 'жена', 'се', 'бори', 'за', 'живот', 'след', 'сблъсък', 'на', 'автобус', 'и', 'микробус', '-']","['млад', 'мъж', 'загина', 'жена', 'се', 'бори', 'за', 'живот', 'след', 'сблъсък', 'на', 'автобус', 'и', 'микробус']",6,2,0,жена се бори за живот след сблъсък на автобус и микробус млад мъж загина,1
"иван тодоров: имам 100 млн. лева, недосегаем съм!",18-10-20 20:00,-0.31670708809695647,-0.2823270121363131,-0.46808960490695245,skandalno,1,съм!,True,8,5.25,0,"['иван', 'тодоров', ':', 'имам', '100', 'млн', '.', 'лева', ',', 'недосегаем', 'съм', '!']","['иван', 'тодоров', 'имам', '100', 'млн', 'лева', 'недосегаем', 'съм']",1,4,1,имам 100 млн недосегаем съм иван тодоров лева,1
сблъсъци в германия! не искат повече българи и румънци -,18-10-20 19:01,-0.31556867503924085,-0.2823270121363131,-0.4549351993048465,skandalno,1,-,False,10,4.7,0,"['сблъсъци', 'в', 'германия', '!', 'не', 'искат', 'повече', 'българи', 'и', 'румънци', '-']","['сблъсъци', 'в', 'германия', 'не', 'искат', 'повече', 'българи', 'и', 'румънци']",4,2,1,не искат повече българи и румънци сблъсъци в германия,1
"дo 10 гoдини зaтвoр зa бaщaтa нa бeбeтo, убитo при кaтacтрoфaтa c лютви мecтaн",18-10-20 18:01,-0.31670708809695647,-0.2823270121363131,-0.40231757689642267,skandalno,1,мecтaн,True,14,4.642857143,0,"['дo', '10', 'гoдини', 'зaтвoр', 'зa', 'бaщaтa', 'нa', 'бeбeтo', ',', 'убитo', 'при', 'кaтacтрoфaтa', 'c', 'лютви', 'мecтaн']","['дo', '10', 'гoдини', 'зaтвoр', 'зa', 'бaщaтa', 'нa', 'бeбeтo', 'убитo', 'при', 'кaтacтрoфaтa', 'c', 'лютви', 'мecтaн']",1,1,0,дo 10 гoдини зaтвoр зa бaщaтa нa бeбeтo убитo при кaтacтрoфaтa c лютви мecтaн,1
