post_text,time,likes,shares,comments,src,fake_status,last_word,finalized,words,avg_word_length,urgent_words,post_text_tokens,final_words,stop_words,marks,exclamation_marks,Cluster
кадри от мястото! искър излезе от коритото. влачи,11/1/2021 13:40,208,42,28,petel.bg,0,влачи,False,8,5.25,0,"['кадри', 'от', 'мястото', '!', 'искър', 'излезе', 'от', 'коритото', '.', 'влачи']","['кадри', 'от', 'мястото', 'искър', 'излезе', 'от', 'коритото', 'влачи']",2,2,1,1
5g мрежa в цялата страна до края на годината,11/1/2021 0:35,124,44,78,petel.bg,0,годината,True,9,4.0,0,"['5g', 'мрежa', 'в', 'цялата', 'страна', 'до', 'края', 'на', 'годината']","['5g', 'мрежa', 'в', 'цялата', 'страна', 'до', 'края', 'на', 'годината']",3,0,0,1
нова промяна за всички шофьори. до месеци слагат нови стикери на колите ни,10/1/2021 22:54,138,55,95,petel.bg,1,ни,True,13,4.769230769,0,"['нова', 'промяна', 'за', 'всички', 'шофьори', '.', 'до', 'месеци', 'слагат', 'нови', 'стикери', 'на', 'колите', 'ни']","['нова', 'промяна', 'за', 'всички', 'шофьори', 'до', 'месеци', 'слагат', 'нови', 'стикери', 'на', 'колите', 'ни']",7,1,0,1
другата седмица решават дали да има ново удължаване на мерките,10/1/2021 11:21,121,9,125,petel.bg,0,мерките,True,10,5.3,0,"['другата', 'седмица', 'решават', 'дали', 'да', 'има', 'ново', 'удължаване', 'на', 'мерките']","['другата', 'седмица', 'решават', 'дали', 'да', 'има', 'ново', 'удължаване', 'на', 'мерките']",4,0,0,1
вече има обвиняем за смъртта на 8-годишното дете в мездра,10/1/2021 3:22,261,25,10,petel.bg,0,мездра,True,10,4.8,0,"['вече', 'има', 'обвиняем', 'за', 'смъртта', 'на', '8-годишното', 'дете', 'в', 'мездра']","['вече', 'има', 'обвиняем', 'за', 'смъртта', 'на', '8годишното', 'дете', 'в', 'мездра']",5,1,0,1
"илияна йотова направи самокритика на президентската институция за думите на радев, че борисов е ""доверено лице на ердоган""",10/1/2021 2:43,90,3,48,petel.bg,0,"ердоган""",True,18,5.833333333,0,"['илияна', 'йотова', 'направи', 'самокритика', 'на', 'президентската', 'институция', 'за', 'думите', 'на', 'радев', ',', 'че', 'борисов', 'е', '``', 'доверено', 'лице', 'на', 'ердоган', ""''""]","['илияна', 'йотова', 'направи', 'самокритика', 'на', 'президентската', 'институция', 'за', 'думите', 'на', 'радев', 'че', 'борисов', 'е', '', 'доверено', 'лице', 'на', 'ердоган', '']",7,3,0,1
ексклузивно! доц. мангъров блъсна младо момче с колата. то почна да рита колата. полиция на мястото,9/1/2021 8:55,230,13,142,petel.bg,1,мястото,True,16,5.25,1,"['ексклузивно', '!', 'доц', '.', 'мангъров', 'блъсна', 'младо', 'момче', 'с', 'колата', '.', 'то', 'почна', 'да', 'рита', 'колата', '.', 'полиция', 'на', 'мястото']","['ексклузивно', 'доц', 'мангъров', 'блъсна', 'младо', 'момче', 'с', 'колата', 'то', 'почна', 'да', 'рита', 'колата', 'полиция', 'на', 'мястото']",4,4,1,1
от пътната агенция - в следващите дни на път само с подготвен за зимата автомобил,9/1/2021 8:03,219,13,15,petel.bg,0,автомобил,True,15,4.466666667,0,"['от', 'пътната', 'агенция', '-', 'в', 'следващите', 'дни', 'на', 'път', 'само', 'с', 'подготвен', 'за', 'зимата', 'автомобил']","['от', 'пътната', 'агенция', 'в', 'следващите', 'дни', 'на', 'път', 'само', 'с', 'подготвен', 'за', 'зимата', 'автомобил']",7,1,0,1
"убитото дете в мездра е внук на бившия депутат и лидер на партия ""рома"" тома томов",8/1/2021 22:11,83,11,38,petel.bg,0,томов,True,16,4.1875,0,"['убитото', 'дете', 'в', 'мездра', 'е', 'внук', 'на', 'бившия', 'депутат', 'и', 'лидер', 'на', 'партия', '``', 'рома', ""''"", 'тома', 'томов']","['убитото', 'дете', 'в', 'мездра', 'е', 'внук', 'на', 'бившия', 'депутат', 'и', 'лидер', 'на', 'партия', '', 'рома', '', 'тома', 'томов']",5,2,0,1
лудостта с бомбите даде жертва! убитото дете в мездра е застреляно с пиротехника. внук е на,8/1/2021 20:44,226,48,73,petel.bg,0,на,False,16,4.75,0,"['лудостта', 'с', 'бомбите', 'даде', 'жертва', '!', 'убитото', 'дете', 'в', 'мездра', 'е', 'застреляно', 'с', 'пиротехника', '.', 'внук', 'е', 'на']","['лудостта', 'с', 'бомбите', 'даде', 'жертва', 'убитото', 'дете', 'в', 'мездра', 'е', 'застреляно', 'с', 'пиротехника', 'внук', 'е', 'на']",6,2,1,1
"слави трифонов: ако джамбазки беше барабанист на ""канарите"", а не евродепутат, сега щеше да е в затвора",8/1/2021 14:10,127,6,20,petel.bg,1,затвора,True,17,5.117647059,0,"['слави', 'трифонов', ':', 'ако', 'джамбазки', 'беше', 'барабанист', 'на', '``', 'канарите', ""''"", ',', 'а', 'не', 'евродепутат', ',', 'сега', 'щеше', 'да', 'е', 'в', 'затвора']","['слави', 'трифонов', 'ако', 'джамбазки', 'беше', 'барабанист', 'на', '', 'канарите', '', 'а', 'не', 'евродепутат', 'сега', 'щеше', 'да', 'е', 'в', 'затвора']",9,5,0,1
