post_text,time,likes,shares,comments,src,fake_status,last_word,finalized,words,avg_word_length,urgent_words,post_text_tokens,final_words,stop_words,marks,exclamation_marks,Topic,Predicted_Label
"страшно земетресение над 8 по рихтер ще стане всеки момент, учените бият аларма",14-01-21 12:43,1,0,8,nowini336,1,аларма,True,13,5.153846154,0,"['страшно', 'земетресение', 'над', '8', 'по', 'рихтер', 'ще', 'стане', 'всеки', 'момент', ',', 'учените', 'бият', 'аларма']","['страшно', 'земетресение', 'над', '8', 'по', 'рихтер', 'ще', 'стане', 'всеки', 'момент', 'учените', 'бият', 'аларма']",4,1,0,1,0
нови помощи за всички деца и ученици 1 и 8 клас –,14-01-21 12:14,1,0,0,nowini336,0,–,False,12,3.166666667,0,"['нови', 'помощи', 'за', 'всички', 'деца', 'и', 'ученици', '1', 'и', '8', 'клас', '–']","['нови', 'помощи', 'за', 'всички', 'деца', 'и', 'ученици', '1', 'и', '8', 'клас', '']",5,0,0,0,0
тази рецепта спаси живота ми преди 17 години: имах тумор на черния дроб и дебелото черво,14-01-21 11:43,0,0,0,nowini336,1,черво,True,16,4.5625,0,"['тази', 'рецепта', 'спаси', 'живота', 'ми', 'преди', '17', 'години', ':', 'имах', 'тумор', 'на', 'черния', 'дроб', 'и', 'дебелото', 'черво']","['тази', 'рецепта', 'спаси', 'живота', 'ми', 'преди', '17', 'години', 'имах', 'тумор', 'на', 'черния', 'дроб', 'и', 'дебелото', 'черво']",6,1,0,1,0
официални празници и почивни дни през 2021 година,14-01-21 10:14,6,5,1,nowini336,0,година,True,8,5.25,0,"['официални', 'празници', 'и', 'почивни', 'дни', 'през', '2021', 'година']","['официални', 'празници', 'и', 'почивни', 'дни', 'през', '2021', 'година']",4,0,0,1,0
"майка, възпитателка в детска градина, изхвърли сина си от 4-тия етаж, защото й пречел да прави любов",14-01-21 9:14,0,0,0,nowini336,1,любов,True,17,4.941176471,0,"['майка', ',', 'възпитателка', 'в', 'детска', 'градина', ',', 'изхвърли', 'сина', 'си', 'от', '4-тия', 'етаж', ',', 'защото', 'й', 'пречел', 'да', 'прави', 'любов']","['майка', 'възпитателка', 'в', 'детска', 'градина', 'изхвърли', 'сина', 'си', 'от', '4тия', 'етаж', 'защото', 'й', 'пречел', 'да', 'прави', 'любов']",7,4,0,0,0
баща преби брутално двете си дъщерички заради висока сметка за вода,14-01-21 7:43,1,0,1,nowini336,1,вода,True,11,5.181818182,0,"['баща', 'преби', 'брутално', 'двете', 'си', 'дъщерички', 'заради', 'висока', 'сметка', 'за', 'вода']","['баща', 'преби', 'брутално', 'двете', 'си', 'дъщерички', 'заради', 'висока', 'сметка', 'за', 'вода']",4,0,0,0,0
"внимание! а1 начисляват към сметките суми за услуги, които клиентите не желаят –",14-01-21 6:14,1,0,2,nowini336,1,–,False,13,5.230769231,1,"['внимание', '!', 'а1', 'начисляват', 'към', 'сметките', 'суми', 'за', 'услуги', ',', 'които', 'клиентите', 'не', 'желаят', '–']","['внимание', 'а1', 'начисляват', 'към', 'сметките', 'суми', 'за', 'услуги', 'които', 'клиентите', 'не', 'желаят', '']",4,2,1,0,0
имате ли хартиени левчета: може да забогатеете,14-01-21 5:43,2,0,0,nowini336,0,забогатеете,True,7,5.714285714,0,"['имате', 'ли', 'хартиени', 'левчета', ':', 'може', 'да', 'забогатеете']","['имате', 'ли', 'хартиени', 'левчета', 'може', 'да', 'забогатеете']",3,1,0,1,0
тежък грип вече в 5 града в страната,14-01-21 4:43,0,0,0,nowini336,0,страната,True,8,3.625,0,"['тежък', 'грип', 'вече', 'в', '5', 'града', 'в', 'страната']","['тежък', 'грип', 'вече', 'в', '5', 'града', 'в', 'страната']",3,0,0,1,0
"ето я любовницата, която развали брака на мисис баба –",14-01-21 2:43,0,0,0,nowini336,1,–,True,10,4.5,0,"['ето', 'я', 'любовницата', ',', 'която', 'развали', 'брака', 'на', 'мисис', 'баба', '–']","['ето', 'я', 'любовницата', 'която', 'развали', 'брака', 'на', 'мисис', 'баба', '']",4,1,0,0,0
100 000 споделиха този кадър. полицайка взе изоставено мирешещо и мръсно бебе и му даде своята,14-01-21 0:40,7,0,0,nowini336,1,своята,True,16,4.9375,0,"['100', '000', 'споделиха', 'този', 'кадър', '.', 'полицайка', 'взе', 'изоставено', 'мирешещо', 'и', 'мръсно', 'бебе', 'и', 'му', 'даде', 'своята']","['100', '000', 'споделиха', 'този', 'кадър', 'полицайка', 'взе', 'изоставено', 'мирешещо', 'и', 'мръсно', 'бебе', 'и', 'му', 'даде', 'своята']",4,1,0,0,0
"момичето, което живее в леген: историята, която ще ви остави без думи и ще ви накара да оцените живота си! –",14-01-21 0:14,0,0,0,nowini336,1,–,False,21,4.19047619,0,"['момичето', ',', 'което', 'живее', 'в', 'леген', ':', 'историята', ',', 'която', 'ще', 'ви', 'остави', 'без', 'думи', 'и', 'ще', 'ви', 'накара', 'да', 'оцените', 'живота', 'си', '!', '–']","['момичето', 'което', 'живее', 'в', 'леген', 'историята', 'която', 'ще', 'ви', 'остави', 'без', 'думи', 'и', 'ще', 'ви', 'накара', 'да', 'оцените', 'живота', 'си', '']",11,4,1,0,0
българия пребори коронавируса!? в четвъртък ще паднат повечето мерки –,13-01-21 23:14,1,0,0,nowini336,1,–,False,10,6.1,0,"['българия', 'пребори', 'коронавируса', '!', '?', 'в', 'четвъртък', 'ще', 'паднат', 'повечето', 'мерки', '–']","['българия', 'пребори', 'коронавируса', 'в', 'четвъртък', 'ще', 'паднат', 'повечето', 'мерки', '']",3,2,1,0,0
"първи думи на гала след новината, че ще става баба (снимки): –",13-01-21 21:14,0,0,0,nowini336,1,–,False,12,4.25,0,"['първи', 'думи', 'на', 'гала', 'след', 'новината', ',', 'че', 'ще', 'става', 'баба', '(', 'снимки', ')', ':', '–']","['първи', 'думи', 'на', 'гала', 'след', 'новината', 'че', 'ще', 'става', 'баба', '', 'снимки', '', '']",5,2,0,0,0
23-годишна жена не си мие зъбите вече 10 години. резултатът е изумителен! –,13-01-21 20:43,1,0,0,nowini336,1,–,False,13,4.846153846,0,"['23-годишна', 'жена', 'не', 'си', 'мие', 'зъбите', 'вече', '10', 'години', '.', 'резултатът', 'е', 'изумителен', '!', '–']","['23годишна', 'жена', 'не', 'си', 'мие', 'зъбите', 'вече', '10', 'години', 'резултатът', 'е', 'изумителен', '']",5,3,1,0,0
"падат забраните, отварят ресторантите и кафетата на 15 януари –",13-01-21 20:14,10,0,0,nowini336,1,–,False,10,5.4,0,"['падат', 'забраните', ',', 'отварят', 'ресторантите', 'и', 'кафетата', 'на', '15', 'януари', '–']","['падат', 'забраните', 'отварят', 'ресторантите', 'и', 'кафетата', 'на', '15', 'януари', '']",2,1,0,1,0
"жена разказа за неприятна случка, докато чака на опашка за pcr тест / видео",13-01-21 19:43,0,0,0,nowini336,0,видео,True,14,4.428571429,0,"['жена', 'разказа', 'за', 'неприятна', 'случка', ',', 'докато', 'чака', 'на', 'опашка', 'за', 'pcr', 'тест', '/', 'видео']","['жена', 'разказа', 'за', 'неприятна', 'случка', 'докато', 'чака', 'на', 'опашка', 'за', 'pcr', 'тест', '', 'видео']",4,1,0,0,0
"ванга със страховито пророчество: ще има нов потоп на земята, черно море ще стигне до сливен",13-01-21 19:14,3,0,0,nowini336,1,сливен,True,16,4.8125,0,"['ванга', 'със', 'страховито', 'пророчество', ':', 'ще', 'има', 'нов', 'потоп', 'на', 'земята', ',', 'черно', 'море', 'ще', 'стигне', 'до', 'сливен']","['ванга', 'със', 'страховито', 'пророчество', 'ще', 'има', 'нов', 'потоп', 'на', 'земята', 'черно', 'море', 'ще', 'стигне', 'до', 'сливен']",7,2,0,0,0
